launch_time,title,vehicle,launch_site,return_site,mission_type,status,return_time,link
2023-03-09T14:13:00Z,ONEWEB LAUNCH 17 MISSION,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,oneweblaunch17
2023-03-14T20:30:00Z,CRS-27 Mission,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs-27
2023-03-17T12:21:00Z,Starlink Mission,Falcon 9,SLC-4E,Droneship,starlink,final,,sl-2-8
2023-03-17T19:38:00Z,SES-18 and SES-19 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,SES-18-SES-19
2023-03-24T11:43:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl5-5
2023-03-29T16:01:00Z,Starlink mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-5-10
2023-04-02T07:29:00Z,SDA’s Tranche 0 Mission,Falcon 9,"SLC-4E, California",Landing Zone,nssl,final,,SDA-Tranche0A
2023-04-07T00:30:00Z,Intelsat IS-40e Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,intelsat-IS40e
2023-04-14T23:44:00Z,Transporter-7 Mission,Falcon 9,"SLC-4E, California",Landing Zone,rideshare,final,,transporter7
2023-04-19T10:31:00Z,STARLINK MISSION,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-2
2023-04-20T08:28:00Z,Starship Flight Test,Starship,"Pad 1, Starbase",Expended,starship,final,,starship-flight-test
2023-04-27T06:40:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl3-5
2023-04-28T17:12:00Z,SES O3b mPOWER Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,SES-03b-mPOWERb
2023-04-30T19:29:00Z,ViaSat-3 Americas Mission,Falcon Heavy,"LC-39A, Florida",Expended,commercialSatellite,final,,ViaSat-3-Americas
2023-05-04T03:31:00Z,STARLINK MISSION,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl5-6
2023-05-10T13:09:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl2-9
2023-05-14T01:03:00Z,STARLINK MISSION,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl5-9
2023-05-19T00:30:00Z,starlink mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl6-3
2023-05-20T06:16:00Z,Iridium OneWeb Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,iridium-oneweb
2023-05-21T17:37:00Z,Ax-2 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,hsf,final,,ax2
2023-05-27T00:30:00Z,ARABSAT BADR-8 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,ARABSAT-BADR-8
2023-05-30T20:02:00Z,STARLINK MISSION,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl2-10
2023-06-04T05:58:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl6-4
2023-06-05T11:47:00Z,CRS-28 Mission,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs-28
2023-06-12T03:10:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl5-11
2023-06-12T14:19:00Z,Transporter-8 Mission,Falcon 9,"SLC-4E, California",Landing Zone,rideshare,final,,transporter8
2023-06-18T18:21:00Z,PSN SATRIA MISSION,Falcon 9,"SLC-40, Florida",Droneship,,final,,psn-satria
2023-06-22T00:19:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl5-7
2023-06-23T11:35:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl5-12
2023-07-01T11:12:00Z,ESA Euclid Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,euclid
2023-07-07T12:32:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-5-13
2023-07-09T23:58:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-5
2023-07-15T23:50:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-5-15
2023-07-19T21:40:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-6-15
2023-07-23T20:50:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-6
2023-07-28T00:01:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-7
2023-07-28T23:04:00Z,Hughes JUPITER 3 Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,commercialSatellite,final,,jupiter3
2023-08-03T00:15:00Z,Intelsat G-37 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,intelsat-g-37
2023-08-06T22:41:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-8
2023-08-07T20:57:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl6-20
2023-08-11T01:17:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-9
2023-08-16T23:36:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-10
2023-08-22T02:37:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-1
2023-08-26T03:27:00Z,Crew-7 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,hsf,final,,crew7
2023-08-26T21:05:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-11
2023-08-31T19:28:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-13
2023-09-02T07:56:00Z,SDA's Second Tranche 0 Mission,Falcon 9,"SLC-4E, California",Landing Zone,nssl,final,,SDA-Tranche0B
2023-09-03T22:47:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-6-12
2023-09-08T23:12:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-14
2023-09-11T23:57:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-2
2023-09-15T23:38:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-16
2023-09-19T22:22:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-17
2023-09-23T23:38:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-18
2023-09-25T01:48:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-3
2023-09-29T22:00:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-19
2023-10-05T01:36:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-21
2023-10-09T00:23:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-4
2023-10-13T10:19:00Z,Psyche Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,science,final,,psyche
2023-10-13T19:01:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-22
2023-10-17T19:45:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-23
2023-10-21T01:23:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-5
2023-10-21T22:17:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-24
2023-10-29T02:00:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-6
2023-10-30T19:20:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-25
2023-11-03T20:37:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-26
2023-11-08T00:05:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-27
2023-11-09T20:28:00Z,CRS-29 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,resupply,final,,crs-29
2023-11-11T10:49:00Z,Transporter-9 Mission,Falcon 9,"SLC-4E, California",Landing Zone,rideshare,final,,transporter-9
2023-11-12T16:08:00Z,SES O3b mPOWER Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,mpower-c
2023-11-18T00:05:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-28
2023-11-18T07:00:00Z,Starship's Second Flight Test,Starship,"Pad 1, Starbase",Expended,starship,final,,starship-flight-2
2023-11-20T02:30:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-7
2023-11-22T02:47:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-29
2023-11-27T23:20:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-30
2023-12-01T10:19:00Z,Korea 425 Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,korea425
2023-12-02T23:00:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-31
2023-12-07T00:07:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-33
2023-12-08T00:03:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-8
2023-12-18T23:01:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-34
2023-12-23T00:33:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-32
2023-12-24T05:00:00Z,SARah-2 Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,sarah-2
2023-12-28T20:07:00Z,USSF-52 Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,nssl,final,,ussf52
2023-12-28T23:01:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-36
2024-01-02T19:44:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-7-9
2024-01-03T18:00:00Z,Ovzon 3 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,ovzon3
2024-01-07T17:35:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-35
2024-01-14T00:59:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-10
2024-01-14T19:15:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-37
2024-01-18T16:49:00Z,Ax-3 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,hsf,final,,ax3
2024-01-23T16:35:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-11
2024-01-28T20:10:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-38
2024-01-29T01:57:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-7-12
2024-01-30T12:07:00Z,NG-20 MISSION,Falcon 9,"SLC-40, Florida",Landing Zone,resupply,final,,ng-20
2024-02-08T01:33:00Z,PACE Mission,Falcon 9,"SLC-40, Florida",Landing Zone,science,final,,pace
2024-02-09T16:34:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-13
2024-02-14T17:30:00Z,USSF-124 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,nssl,final,,ussf124
2024-02-15T01:05:00Z,Intuitive Machines IM-1 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,science,final,,im1
2024-02-15T13:34:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-14
2024-02-20T15:11:00Z,Telkomsat Merah Putih 2 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,merahputih2
2024-02-22T20:11:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-15
2024-02-25T17:06:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-39
2024-02-29T10:30:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-40
2024-03-03T22:53:00Z,Crew-8 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,hsf,final,,crew8
2024-03-04T14:05:00Z,Transporter-10 Mission,Falcon 9,"SLC-4E, California",Landing Zone,rideshare,final,,transporter10
2024-03-04T18:56:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-41
2024-03-10T19:05:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-43
2024-03-10T21:09:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-17
2024-03-14T07:00:00Z,Starship's Third Flight Test,Starship,"Pad 1, Starbase",Expended,starship,final,,starship-flight-3
2024-03-15T20:21:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-6-44
2024-03-18T19:28:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-16
2024-03-21T16:55:00Z,CRS-30 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,resupply,final,,crs-30
2024-03-23T23:09:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-42
2024-03-25T19:42:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-46
2024-03-30T17:52:00Z,EUTELSAT 36D Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,eutelsat36d
2024-03-30T21:30:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-45
2024-04-01T19:30:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-7-18
2024-04-05T05:12:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-47
2024-04-06T19:25:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-8-1
2024-04-07T19:16:00Z,Bandwagon-1 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,rideshare,final,,bandwagon-1
2024-04-10T01:40:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-48
2024-04-11T07:25:00Z,USSF-62,Falcon 9,"SLC-4E, California",Landing Zone,nssl,final,,ussf62
2024-04-12T21:22:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-49
2024-04-17T17:26:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-6-51
2024-04-18T18:40:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-52
2024-04-23T18:17:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-53
2024-04-27T20:34:00Z,Galileo L12 Mission,Falcon 9,"LC-39A, Florida",Expended,commercialSatellite,final,,galileol12
2024-04-28T18:08:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-54
2024-05-02T11:36:00Z,Maxar 1 Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,maxar1
2024-05-02T22:37:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-55
2024-05-06T14:14:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-57
2024-05-08T14:42:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-6-56
2024-05-09T20:20:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-8-2
2024-05-12T20:53:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-58
2024-05-14T11:39:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-8-7
2024-05-17T20:32:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-59
2024-05-22T01:00:00Z,NROL-146 Mission,Falcon 9,"SLC-4E, California",Droneship,nssl,final,,nrol146
2024-05-22T22:35:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-62
2024-05-23T22:45:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-6-63
2024-05-28T10:24:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-60
2024-05-28T15:30:00Z,ESA EarthCARE Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,earthcare
2024-05-31T22:37:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-64
2024-06-04T22:16:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-8-5
2024-06-06T07:50:00Z,Starship's Fourth Flight Test,Starship,"Pad 1, Starbase",Expended,starship,final,,starship-flight-4
2024-06-07T21:56:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-1
2024-06-08T05:58:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-8-8
2024-06-18T20:40:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-1
2024-06-20T17:35:00Z,ASTRA 1P Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,astra1p
2024-06-23T13:15:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-2
2024-06-23T20:47:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-2
2024-06-25T17:26:00Z,GOES-U Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,science,final,,goes-u
2024-06-27T07:14:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-3
2024-06-28T20:14:00Z,NROL-186 Mission,Falcon 9,"SLC-4E, California",Droneship,nssl,final,,nrol186
2024-07-03T04:55:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-8-9
2024-07-08T17:41:00Z,Turksat 6A Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,turksat6a
2024-07-11T19:35:00Z,STARLINK MISSION,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-3
2024-07-27T01:45:00Z,STARLINK MISSION,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-10-9
2024-07-28T01:09:00Z,STARLINK MISSION,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-4
2024-07-28T02:22:00Z,STARLINK MISSION,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-4
2024-08-02T00:19:00Z,STARLINK MISSION,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-10-6
2024-08-04T00:24:00Z,STARLINK MISSION,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-11-1
2024-08-04T11:02:00Z,NG-21 MISSION,Falcon 9,"SLC-40, Florida",Landing Zone,resupply,final,,ng-21
2024-08-10T08:50:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-8-3
2024-08-11T22:07:00Z,ASBM Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,asbm
2024-08-12T06:37:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-10-7
2024-08-15T09:00:00Z,MAXAR 2 MISSION,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,maxar2
2024-08-16T11:56:00Z,Transporter-11 Mission,Falcon 9,"SLC-4E, California",Landing Zone,rideshare,final,,transporter11
2024-08-20T09:20:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10-5
2024-08-28T03:48:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-8-6
2024-08-31T01:48:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-5
2024-08-31T03:43:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-8-10
2024-09-05T11:33:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-8-11
2024-09-05T20:20:00Z,NROL-113 Mission,Falcon 9,"SLC-4E, California",Droneship,nssl,final,,nrol113
2024-09-10T03:36:00Z,POLARIS DAWN,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,polarisdawn
2024-09-12T04:52:00Z,BlueBird 1-5 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,bluebird1-5
2024-09-12T18:45:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-6
2024-09-17T18:59:00Z,Galileo L13 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,galileol13
2024-09-20T06:50:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-17
2024-09-24T21:01:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-9-8
2024-09-28T13:17:00Z,CREW-9 MISSION,Falcon 9,"SLC-40, Florida",Landing Zone,hsf,final,,crew-9
2024-10-07T10:52:00Z,Hera Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,hera
